"rep"	"auc"	"tree_depth"	"maxdepth"	"dataset_name"	"q_noisy_var"	"noise_level"
29	0.875145744267392	11	11	"Churn"	3	10
30	0.857338896273322	11	11	"Churn"	3	10
1	0.896084036183553	12	12	"Churn"	3	10
2	0.885543455050182	12	12	"Churn"	3	10
3	0.896685832418115	12	12	"Churn"	3	10
4	0.887499291021496	12	12	"Churn"	3	10
5	0.868288658835558	12	12	"Churn"	3	10
6	0.885976812249563	12	12	"Churn"	3	10
7	0.887004573170732	12	12	"Churn"	3	10
8	0.883468401932213	12	12	"Churn"	3	10
9	0.883605131809356	12	12	"Churn"	3	10
10	0.902214321357285	12	12	"Churn"	3	10
11	0.890881913303438	12	12	"Churn"	3	10
12	0.78382808609528	12	12	"Churn"	3	10
13	0.851345197656673	12	12	"Churn"	3	10
14	0.825330267907132	12	12	"Churn"	3	10
15	0.865252130681818	12	12	"Churn"	3	10
16	0.858503275570583	12	12	"Churn"	3	10
17	0.868699606404524	12	12	"Churn"	3	10
18	0.870811525041051	12	12	"Churn"	3	10
19	0.896615866174056	12	12	"Churn"	3	10
20	0.868555391725625	12	12	"Churn"	3	10
21	0.860717274651701	12	12	"Churn"	3	10
22	0.869158305462653	12	12	"Churn"	3	10
23	0.884607861116205	12	12	"Churn"	3	10
24	0.889719457013575	12	12	"Churn"	3	10
25	0.898883673877498	12	12	"Churn"	3	10
26	0.924098079025457	12	12	"Churn"	3	10
27	0.836149759676195	12	12	"Churn"	3	10
28	0.84842521892204	12	12	"Churn"	3	10
29	0.869673153692615	12	12	"Churn"	3	10
30	0.871386620739217	12	12	"Churn"	3	10
1	0.840424231309982	13	13	"Churn"	3	10
2	0.813724106292127	13	13	"Churn"	3	10
3	0.872116721814607	13	13	"Churn"	3	10
4	0.795344685192382	13	13	"Churn"	3	10
5	0.793135519293924	13	13	"Churn"	3	10
6	0.828761138187368	13	13	"Churn"	3	10
7	0.877624588919808	13	13	"Churn"	3	10
8	0.869692541501052	13	13	"Churn"	3	10
9	0.880787334189131	13	13	"Churn"	3	10
10	0.86574274846048	13	13	"Churn"	3	10
11	0.803300665680473	13	13	"Churn"	3	10
12	0.848789920159681	13	13	"Churn"	3	10
13	0.844551593470657	13	13	"Churn"	3	10
14	0.843039474187015	13	13	"Churn"	3	10
15	0.897737900397475	13	13	"Churn"	3	10
16	0.890253266697902	13	13	"Churn"	3	10
17	0.843517023063505	13	13	"Churn"	3	10
18	0.901771101239186	13	13	"Churn"	3	10
19	0.851950908428341	13	13	"Churn"	3	10
20	0.888404223227753	13	13	"Churn"	3	10
21	0.842288879297943	13	13	"Churn"	3	10
22	0.854294478527607	13	13	"Churn"	3	10
23	0.810112572729572	13	13	"Churn"	3	10
24	0.855071107784431	13	13	"Churn"	3	10
25	0.829188177513158	13	13	"Churn"	3	10
26	0.870244343891403	13	13	"Churn"	3	10
27	0.869604826546003	13	13	"Churn"	3	10
28	0.846501711996899	13	13	"Churn"	3	10
29	0.864566010716925	13	13	"Churn"	3	10
30	0.808600570272952	13	13	"Churn"	3	10
1	0.802118992194988	14	14	"Churn"	3	10
2	0.855365464571479	14	14	"Churn"	3	10
3	0.78572362970392	14	14	"Churn"	3	10
4	0.829984253046693	14	14	"Churn"	3	10
5	0.821638955697306	14	14	"Churn"	3	10
6	0.857792867701404	14	14	"Churn"	3	10
7	0.853092006033182	14	14	"Churn"	3	10
8	0.859341732246415	14	14	"Churn"	3	10
9	0.816829124206173	14	14	"Churn"	3	10
10	0.837209302325581	14	14	"Churn"	3	10
11	0.819528708344324	14	14	"Churn"	3	10
12	0.863511312217195	14	14	"Churn"	3	10
13	0.843057095343681	14	14	"Churn"	3	10
14	0.833830492424242	14	14	"Churn"	3	10
15	0.851060007186489	14	14	"Churn"	3	10
16	0.871454796844319	14	14	"Churn"	3	10
17	0.842217891398219	14	14	"Churn"	3	10
18	0.882450934457806	14	14	"Churn"	3	10
19	0.84736728324168	14	14	"Churn"	3	10
20	0.842042128221317	14	14	"Churn"	3	10
21	0.845801563324222	14	14	"Churn"	3	10
22	0.859380929148371	14	14	"Churn"	3	10
23	0.80392444525949	14	14	"Churn"	3	10
24	0.855635527753702	14	14	"Churn"	3	10
25	0.859100448074414	14	14	"Churn"	3	10
26	0.847389365424828	14	14	"Churn"	3	10
27	0.829773755656109	14	14	"Churn"	3	10
28	0.810386334976499	14	14	"Churn"	3	10
29	0.846379166051297	14	14	"Churn"	3	10
30	0.798740068366593	14	14	"Churn"	3	10
1	0.823514602215509	15	15	"Churn"	3	10
2	0.822593938738836	15	15	"Churn"	3	10
3	0.867033617424242	15	15	"Churn"	3	10
4	0.82536860817735	15	15	"Churn"	3	10
5	0.850653992233175	15	15	"Churn"	3	10
6	0.853210954530835	15	15	"Churn"	3	10
7	0.861985580870279	15	15	"Churn"	3	10
8	0.823108968130587	15	15	"Churn"	3	10
9	0.88789890050952	15	15	"Churn"	3	10
10	0.850910642826263	15	15	"Churn"	3	10
11	0.827390205985231	15	15	"Churn"	3	10
12	0.804621417797888	15	15	"Churn"	3	10
13	0.859051879019168	15	15	"Churn"	3	10
14	0.841149001940215	15	15	"Churn"	3	10
15	0.797779201366645	15	15	"Churn"	3	10
16	0.860729847494553	15	15	"Churn"	3	10
17	0.879288067704632	15	15	"Churn"	3	10
18	0.815151515151515	15	15	"Churn"	3	10
19	0.858874692118227	15	15	"Churn"	3	10
20	0.831110749715401	15	15	"Churn"	3	10
21	0.847041297117517	15	15	"Churn"	3	10
22	0.816044776119403	15	15	"Churn"	3	10
23	0.827512934220251	15	15	"Churn"	3	10
24	0.84726443768997	15	15	"Churn"	3	10
25	0.86090623566362	15	15	"Churn"	3	10
26	0.821128854361483	15	15	"Churn"	3	10
27	0.787273079656309	15	15	"Churn"	3	10
28	0.836354272650764	15	15	"Churn"	3	10
29	0.884695975844656	15	15	"Churn"	3	10
30	0.827610174504584	15	15	"Churn"	3	10
1	0.779110184219673	16	16	"Churn"	3	10
2	0.845751489194112	16	16	"Churn"	3	10
3	0.81673832505235	16	16	"Churn"	3	10
4	0.864624808575804	16	16	"Churn"	3	10
5	0.838917318200404	15	16	"Churn"	3	10
6	0.869967772612003	16	16	"Churn"	3	10
7	0.817676113748621	16	16	"Churn"	3	10
8	0.781850328673887	16	16	"Churn"	3	10
9	0.826266959832681	16	16	"Churn"	3	10
10	0.84290856477397	16	16	"Churn"	3	10
11	0.79447373225615	16	16	"Churn"	3	10
12	0.788461538461538	16	16	"Churn"	3	10
13	0.756733691840075	16	16	"Churn"	3	10
14	0.801056159878573	16	16	"Churn"	3	10
15	0.848644578313253	16	16	"Churn"	3	10
16	0.804052905169063	16	16	"Churn"	3	10
17	0.832421560740145	16	16	"Churn"	3	10
18	0.845775459377749	16	16	"Churn"	3	10
19	0.849169978957213	16	16	"Churn"	3	10
20	0.813334467698939	16	16	"Churn"	3	10
21	0.830984411701901	16	16	"Churn"	3	10
22	0.850320924261874	16	16	"Churn"	3	10
23	0.839902935606061	16	16	"Churn"	3	10
24	0.819442365269461	16	16	"Churn"	3	10
25	0.822993494959476	16	16	"Churn"	3	10
26	0.827137249532156	16	16	"Churn"	3	10
27	0.837190195809941	16	16	"Churn"	3	10
28	0.848842877668309	16	16	"Churn"	3	10
29	0.863233901515152	15	16	"Churn"	3	10
30	0.836477793217024	16	16	"Churn"	3	10
1	0.792350927062472	17	17	"Churn"	3	10
2	0.877649886162408	17	17	"Churn"	3	10
3	0.796095753776005	16	17	"Churn"	3	10
4	0.863611318372267	16	17	"Churn"	3	10
5	0.832300884955752	17	17	"Churn"	3	10
6	0.864502245508982	17	17	"Churn"	3	10
7	0.84690838379363	17	17	"Churn"	3	10
8	0.858408215661104	17	17	"Churn"	3	10
9	0.890662425149701	17	17	"Churn"	3	10
10	0.814222068686195	17	17	"Churn"	3	10
11	0.861776392200012	17	17	"Churn"	3	10
12	0.796254226542688	17	17	"Churn"	3	10
13	0.82025641025641	15	17	"Churn"	3	10
14	0.826703591809332	17	17	"Churn"	3	10
15	0.848866067608045	17	17	"Churn"	3	10
16	0.844940551479889	17	17	"Churn"	3	10
17	0.828267477203647	17	17	"Churn"	3	10
18	0.848572537671595	16	17	"Churn"	3	10
19	0.858066401683423	17	17	"Churn"	3	10
20	0.808521303258145	17	17	"Churn"	3	10
21	0.825219365763547	16	17	"Churn"	3	10
22	0.855476892822026	17	17	"Churn"	3	10
23	0.801892931085478	17	17	"Churn"	3	10
24	0.874890817310419	17	17	"Churn"	3	10
25	0.880638240815232	17	17	"Churn"	3	10
26	0.835611183043207	17	17	"Churn"	3	10
27	0.855981645362176	17	17	"Churn"	3	10
28	0.806453121346738	17	17	"Churn"	3	10
29	0.818857100375432	17	17	"Churn"	3	10
30	0.866364652157015	17	17	"Churn"	3	10
1	0.868788269603913	18	18	"Churn"	3	10
2	0.839300080450523	17	18	"Churn"	3	10
3	0.824700598802395	17	18	"Churn"	3	10
4	0.839004660160028	17	18	"Churn"	3	10
5	0.8279731830548	18	18	"Churn"	3	10
6	0.810704152056203	17	18	"Churn"	3	10
7	0.80365391722099	18	18	"Churn"	3	10
8	0.797653590584216	18	18	"Churn"	3	10
9	0.773777916601593	17	18	"Churn"	3	10
10	0.756283679391039	18	18	"Churn"	3	10
11	0.849554472505292	17	18	"Churn"	3	10
12	0.798817496229261	18	18	"Churn"	3	10
13	0.852073331983275	18	18	"Churn"	3	10
14	0.832421560740145	17	18	"Churn"	3	10
15	0.837403491104397	18	18	"Churn"	3	10
16	0.84536410765919	18	18	"Churn"	3	10
17	0.771620303407447	18	18	"Churn"	3	10
18	0.804189435336976	18	18	"Churn"	3	10
19	0.850233808744447	16	18	"Churn"	3	10
20	0.838640388890982	18	18	"Churn"	3	10
21	0.808763864290111	18	18	"Churn"	3	10
22	0.829592803030303	18	18	"Churn"	3	10
23	0.864569487520307	18	18	"Churn"	3	10
24	0.787923369890583	17	18	"Churn"	3	10
25	0.796711037699184	18	18	"Churn"	3	10
26	0.836185905353425	18	18	"Churn"	3	10
27	0.849520692073884	16	18	"Churn"	3	10
28	0.760498355679231	17	18	"Churn"	3	10
29	0.824875249500998	17	18	"Churn"	3	10
30	0.819738006971726	18	18	"Churn"	3	10
1	0.826034621116588	18	19	"Churn"	3	10
2	0.823011822469152	19	19	"Churn"	3	10
3	0.793949740053874	19	19	"Churn"	3	10
4	0.798667290156652	18	19	"Churn"	3	10
5	0.853864306784661	17	19	"Churn"	3	10
6	0.850723552894212	16	19	"Churn"	3	10
7	0.859804344698605	19	19	"Churn"	3	10
8	0.794070542209181	17	19	"Churn"	3	10
9	0.815590082961684	16	19	"Churn"	3	10
10	0.847144295784779	18	19	"Churn"	3	10
11	0.771740278951817	16	19	"Churn"	3	10
12	0.853110666063699	18	19	"Churn"	3	10
13	0.808217043111303	17	19	"Churn"	3	10
14	0.880374571353205	18	19	"Churn"	3	10
15	0.833182563094068	19	19	"Churn"	3	10
16	0.81459912576772	19	19	"Churn"	3	10
17	0.820326334429547	18	19	"Churn"	3	10
18	0.863316828657008	19	19	"Churn"	3	10
19	0.849477883825944	18	19	"Churn"	3	10
20	0.846989611433163	17	19	"Churn"	3	10
21	0.844325791855204	19	19	"Churn"	3	10
22	0.78700807677331	19	19	"Churn"	3	10
23	0.817754698318497	19	19	"Churn"	3	10
24	0.853604363472785	18	19	"Churn"	3	10
25	0.838923013151449	18	19	"Churn"	3	10
26	0.882533375161212	16	19	"Churn"	3	10
27	0.834479717813051	19	19	"Churn"	3	10
28	0.858019639934534	17	19	"Churn"	3	10
29	0.824932022589416	19	19	"Churn"	3	10
30	0.768621417797888	17	19	"Churn"	3	10
1	0.784150658545474	16	20	"Churn"	3	10
2	0.840782088294696	20	20	"Churn"	3	10
3	0.802560205751695	18	20	"Churn"	3	10
4	0.838167693012998	19	20	"Churn"	3	10
5	0.820571312852157	19	20	"Churn"	3	10
6	0.817606880849987	18	20	"Churn"	3	10
7	0.82933954082797	20	20	"Churn"	3	10
8	0.835129310344828	18	20	"Churn"	3	10
9	0.842318510166404	20	20	"Churn"	3	10
10	0.82809462681093	20	20	"Churn"	3	10
11	0.811334045860863	19	20	"Churn"	3	10
12	0.782802506621875	17	20	"Churn"	3	10
13	0.803322334329994	19	20	"Churn"	3	10
14	0.780243457257744	18	20	"Churn"	3	10
15	0.787638009049774	19	20	"Churn"	3	10
16	0.841489272993675	18	20	"Churn"	3	10
17	0.842382693842543	18	20	"Churn"	3	10
18	0.860511307767945	20	20	"Churn"	3	10
19	0.805578832577627	19	20	"Churn"	3	10
20	0.857884231536926	19	20	"Churn"	3	10
21	0.841440890621219	18	20	"Churn"	3	10
22	0.838460665872611	18	20	"Churn"	3	10
23	0.825087108013937	18	20	"Churn"	3	10
24	0.832130781832758	17	20	"Churn"	3	10
25	0.834801583548391	20	20	"Churn"	3	10
26	0.820528776615426	19	20	"Churn"	3	10
27	0.828434992369419	17	20	"Churn"	3	10
28	0.855082840311012	18	20	"Churn"	3	10
29	0.73004240602742	18	20	"Churn"	3	10
30	0.814821370042609	18	20	"Churn"	3	10
1	0.760284222544922	19	21	"Churn"	3	10
2	0.857346664748477	20	21	"Churn"	3	10
3	0.808816062140612	20	21	"Churn"	3	10
4	0.731849228434101	17	21	"Churn"	3	10
5	0.830544027426922	19	21	"Churn"	3	10
6	0.854316356720203	16	21	"Churn"	3	10
7	0.839559852312476	19	21	"Churn"	3	10
8	0.845858895705521	20	21	"Churn"	3	10
9	0.81270920938211	21	21	"Churn"	3	10
10	0.867785658764089	17	21	"Churn"	3	10
11	0.794223985890653	19	21	"Churn"	3	10
12	0.814780854575463	19	21	"Churn"	3	10
13	0.790184669870984	18	21	"Churn"	3	10
14	0.768971045472211	19	21	"Churn"	3	10
15	0.852831848538541	19	21	"Churn"	3	10
16	0.819837848932677	19	21	"Churn"	3	10
17	0.808076170705417	19	21	"Churn"	3	10
18	0.87483660130719	19	21	"Churn"	3	10
19	0.818463073852295	18	21	"Churn"	3	10
20	0.848392156862745	17	21	"Churn"	3	10
21	0.833441603933407	18	21	"Churn"	3	10
22	0.845959286283647	17	21	"Churn"	3	10
23	0.852309553151673	18	21	"Churn"	3	10
24	0.814033174539402	17	21	"Churn"	3	10
25	0.800058114961961	20	21	"Churn"	3	10
26	0.89705409365433	17	21	"Churn"	3	10
27	0.871000672412739	18	21	"Churn"	3	10
28	0.828859587159564	17	21	"Churn"	3	10
29	0.855010013566768	20	21	"Churn"	3	10
30	0.791172755538282	16	21	"Churn"	3	10
1	0.791153530377668	18	22	"Churn"	3	10
2	0.825586381883808	18	22	"Churn"	3	10
3	0.776531155909648	17	22	"Churn"	3	10
4	0.843940340465407	18	22	"Churn"	3	10
5	0.80862635972679	19	22	"Churn"	3	10
6	0.847334580313304	16	22	"Churn"	3	10
7	0.851418144863267	21	22	"Churn"	3	10
8	0.796481178396072	16	22	"Churn"	3	10
9	0.841389573070608	20	22	"Churn"	3	10
10	0.837380156075808	18	22	"Churn"	3	10
11	0.805026943512831	16	22	"Churn"	3	10
12	0.851745509739438	17	22	"Churn"	3	10
13	0.817872501897293	19	22	"Churn"	3	10
14	0.870769640066067	18	22	"Churn"	3	10
15	0.789694528365223	19	22	"Churn"	3	10
16	0.838462081377704	18	22	"Churn"	3	10
17	0.853864306784661	22	22	"Churn"	3	10
18	0.842808509649459	19	22	"Churn"	3	10
19	0.879465997420614	20	22	"Churn"	3	10
20	0.80686553030303	19	22	"Churn"	3	10
21	0.810237649594464	19	22	"Churn"	3	10
22	0.82430441898527	17	22	"Churn"	3	10
23	0.871844028489433	17	22	"Churn"	3	10
24	0.803800904977376	16	22	"Churn"	3	10
25	0.816872328021764	19	22	"Churn"	3	10
26	0.798132183908046	20	22	"Churn"	3	10
27	0.842524249555186	17	22	"Churn"	3	10
28	0.82478431372549	19	22	"Churn"	3	10
29	0.788156826763595	18	22	"Churn"	3	10
30	0.826886143705007	19	22	"Churn"	3	10
1	0.816605016239625	18	23	"Churn"	3	10
2	0.853542392566783	17	23	"Churn"	3	10
3	0.837938503803888	20	23	"Churn"	3	10
4	0.851624781962659	19	23	"Churn"	3	10
5	0.815469061876247	18	23	"Churn"	3	10
6	0.79609653092006	19	23	"Churn"	3	10
7	0.842039589359651	20	23	"Churn"	3	10
8	0.800844003260922	18	23	"Churn"	3	10
9	0.797411467600298	19	23	"Churn"	3	10
10	0.815608398684543	17	23	"Churn"	3	10
11	0.7749750499002	19	23	"Churn"	3	10
12	0.827429260173334	22	23	"Churn"	3	10
13	0.824829952231765	21	23	"Churn"	3	10
14	0.830243161094225	17	23	"Churn"	3	10
15	0.789930183967793	17	23	"Churn"	3	10
16	0.773276162588022	20	23	"Churn"	3	10
17	0.856213487607056	22	23	"Churn"	3	10
18	0.831042056980425	19	23	"Churn"	3	10
19	0.811951097804391	21	23	"Churn"	3	10
20	0.852606967500585	17	23	"Churn"	3	10
21	0.841311553030303	18	23	"Churn"	3	10
22	0.809834087481146	17	23	"Churn"	3	10
23	0.84255221732874	17	23	"Churn"	3	10
24	0.776013839260394	19	23	"Churn"	3	10
25	0.843287608333812	16	23	"Churn"	3	10
26	0.812787987206592	18	23	"Churn"	3	10
27	0.822593311160384	21	23	"Churn"	3	10
28	0.827438446969697	20	23	"Churn"	3	10
29	0.833478735005453	16	23	"Churn"	3	10
30	0.859251788006602	18	23	"Churn"	3	10
1	0.77850741762389	18	24	"Churn"	3	10
2	0.805616289369527	18	24	"Churn"	3	10
3	0.786202594810379	19	24	"Churn"	3	10
4	0.874970773906944	18	24	"Churn"	3	10
5	0.827463078118927	20	24	"Churn"	3	10
6	0.786883861236802	20	24	"Churn"	3	10
7	0.811247956146852	18	24	"Churn"	3	10
8	0.85637315270936	21	24	"Churn"	3	10
9	0.833617424242424	19	24	"Churn"	3	10
10	0.80600438176092	17	24	"Churn"	3	10
11	0.838783812341505	18	24	"Churn"	3	10
12	0.851975786306017	17	24	"Churn"	3	10
13	0.850929906947353	17	24	"Churn"	3	10
14	0.829870914520083	20	24	"Churn"	3	10
15	0.837375249500998	20	24	"Churn"	3	10
16	0.827247490924621	19	24	"Churn"	3	10
17	0.770792848814613	20	24	"Churn"	3	10
18	0.856039898335971	17	24	"Churn"	3	10
19	0.826977212223114	17	24	"Churn"	3	10
20	0.818907023656703	23	24	"Churn"	3	10
21	0.833063496078927	19	24	"Churn"	3	10
22	0.811912555529577	19	24	"Churn"	3	10
23	0.801619668397876	17	24	"Churn"	3	10
24	0.818679798594589	19	24	"Churn"	3	10
25	0.81866199394556	18	24	"Churn"	3	10
26	0.889209671598701	20	24	"Churn"	3	10
27	0.819487520307192	21	24	"Churn"	3	10
28	0.800378774511534	18	24	"Churn"	3	10
29	0.827183327318658	18	24	"Churn"	3	10
30	0.814451158106747	19	24	"Churn"	3	10
1	0.849692681283186	21	25	"Churn"	3	10
2	0.839827271880448	20	25	"Churn"	3	10
3	0.813046812367109	25	25	"Churn"	3	10
4	0.827717673360214	18	25	"Churn"	3	10
5	0.836626746506986	17	25	"Churn"	3	10
6	0.835650852269159	20	25	"Churn"	3	10
7	0.757554945054945	18	25	"Churn"	3	10
8	0.830386142186936	17	25	"Churn"	3	10
9	0.820857576524159	20	25	"Churn"	3	10
10	0.799586753142398	18	25	"Churn"	3	10
11	0.823233900775678	17	25	"Churn"	3	10
12	0.806392045454545	17	25	"Churn"	3	10
13	0.849750499001996	16	25	"Churn"	3	10
14	0.828314393939394	21	25	"Churn"	3	10
15	0.844712272500034	17	25	"Churn"	3	10
16	0.780158838833356	18	25	"Churn"	3	10
17	0.812572872133696	20	25	"Churn"	3	10
18	0.814156699402601	20	25	"Churn"	3	10
19	0.848484848484849	20	25	"Churn"	3	10
20	0.83185402530717	16	25	"Churn"	3	10
21	0.829562519868022	19	25	"Churn"	3	10
22	0.838275104528382	16	25	"Churn"	3	10
23	0.823763803352115	19	25	"Churn"	3	10
24	0.788759411115907	16	25	"Churn"	3	10
25	0.804148747786491	19	25	"Churn"	3	10
26	0.791343377841934	16	25	"Churn"	3	10
27	0.790323466040869	18	25	"Churn"	3	10
28	0.814489449490131	17	25	"Churn"	3	10
29	0.833063496078927	17	25	"Churn"	3	10
30	0.796342182890855	21	25	"Churn"	3	10
1	0.78149386845039	17	26	"Churn"	3	10
2	0.82207558956739	22	26	"Churn"	3	10
3	0.806183905612215	22	26	"Churn"	3	10
4	0.835427180011998	19	26	"Churn"	3	10
5	0.817946660764677	19	26	"Churn"	3	10
6	0.841480825087382	18	26	"Churn"	3	10
7	0.821449275362319	17	26	"Churn"	3	10
8	0.832397644803505	17	26	"Churn"	3	10
9	0.84074741315595	17	26	"Churn"	3	10
10	0.837697213830144	21	26	"Churn"	3	10
11	0.856028159306848	23	26	"Churn"	3	10
12	0.834785086795445	17	26	"Churn"	3	10
13	0.83737556561086	17	26	"Churn"	3	10
14	0.853293413173653	18	26	"Churn"	3	10
15	0.822474616418486	20	26	"Churn"	3	10
16	0.814998830956278	20	26	"Churn"	3	10
17	0.851264862130028	18	26	"Churn"	3	10
18	0.825570586979186	19	26	"Churn"	3	10
19	0.833754372328022	18	26	"Churn"	3	10
20	0.802220558882236	21	26	"Churn"	3	10
21	0.783278867102396	18	26	"Churn"	3	10
22	0.810544957965263	16	26	"Churn"	3	10
23	0.820621522151461	20	26	"Churn"	3	10
24	0.824540578563264	20	26	"Churn"	3	10
25	0.828162895927602	19	26	"Churn"	3	10
26	0.824520233004157	16	26	"Churn"	3	10
27	0.811571906354515	20	26	"Churn"	3	10
28	0.820409927835852	18	26	"Churn"	3	10
29	0.813197674418605	19	26	"Churn"	3	10
30	0.815571644042232	19	26	"Churn"	3	10
1	0.802842380462661	21	27	"Churn"	3	10
2	0.830627801108092	19	27	"Churn"	3	10
3	0.820716425209365	21	27	"Churn"	3	10
4	0.851614709280856	20	27	"Churn"	3	10
5	0.830678424948006	19	27	"Churn"	3	10
6	0.801704643287608	18	27	"Churn"	3	10
7	0.826588235294118	18	27	"Churn"	3	10
8	0.847571644042232	19	27	"Churn"	3	10
9	0.809861060988813	18	27	"Churn"	3	10
10	0.794857994999271	20	27	"Churn"	3	10
11	0.774844016870578	18	27	"Churn"	3	10
12	0.796846806207145	16	27	"Churn"	3	10
13	0.863553568471601	18	27	"Churn"	3	10
14	0.818887225548902	19	27	"Churn"	3	10
15	0.803875554091701	23	27	"Churn"	3	10
16	0.831475087517384	20	27	"Churn"	3	10
17	0.837133745744018	16	27	"Churn"	3	10
18	0.786229552158756	18	27	"Churn"	3	10
19	0.824336631713681	20	27	"Churn"	3	10
20	0.833469721767594	18	27	"Churn"	3	10
21	0.836925287356322	17	27	"Churn"	3	10
22	0.802630913230458	18	27	"Churn"	3	10
23	0.807166238017302	19	27	"Churn"	3	10
24	0.805975274725275	21	27	"Churn"	3	10
25	0.83425697865353	18	27	"Churn"	3	10
26	0.822084379461429	18	27	"Churn"	3	10
27	0.8318112825702	17	27	"Churn"	3	10
28	0.807537045241963	21	27	"Churn"	3	10
29	0.829436520925883	19	27	"Churn"	3	10
30	0.807884231536926	18	27	"Churn"	3	10
1	0.786050475254015	21	28	"Churn"	3	10
2	0.869635728542914	18	28	"Churn"	3	10
3	0.825368307581746	18	28	"Churn"	3	10
4	0.790146049008331	19	28	"Churn"	3	10
5	0.849473930324994	20	28	"Churn"	3	10
6	0.818694131364166	16	28	"Churn"	3	10
7	0.835427180011998	15	28	"Churn"	3	10
8	0.833421339608563	18	28	"Churn"	3	10
9	0.802848440468231	20	28	"Churn"	3	10
10	0.84585114652157	19	28	"Churn"	3	10
11	0.849459193706981	22	28	"Churn"	3	10
12	0.815696567340847	19	28	"Churn"	3	10
13	0.843844954982228	21	28	"Churn"	3	10
14	0.80797821969697	19	28	"Churn"	3	10
15	0.797802874504746	18	28	"Churn"	3	10
16	0.765365961199295	17	28	"Churn"	3	10
17	0.840416568575217	21	28	"Churn"	3	10
18	0.834256628787879	19	28	"Churn"	3	10
19	0.873196020737004	19	28	"Churn"	3	10
20	0.83975275076394	17	28	"Churn"	3	10
21	0.82673146280335	17	28	"Churn"	3	10
22	0.831563685518685	20	28	"Churn"	3	10
23	0.833073038679786	20	28	"Churn"	3	10
24	0.873366013071895	19	28	"Churn"	3	10
25	0.852150253592561	17	28	"Churn"	3	10
26	0.799357171554841	19	28	"Churn"	3	10
27	0.82265625	17	28	"Churn"	3	10
28	0.759539396773439	19	28	"Churn"	3	10
29	0.829125372121943	19	28	"Churn"	3	10
30	0.840498299514693	17	28	"Churn"	3	10
1	0.779402254249815	18	29	"Churn"	3	10
2	0.874164133738602	21	29	"Churn"	3	10
3	0.811526360706689	20	29	"Churn"	3	10
4	0.829913256142764	17	29	"Churn"	3	10
5	0.836619664488517	20	29	"Churn"	3	10
6	0.822000228662894	18	29	"Churn"	3	10
7	0.810338632336724	19	29	"Churn"	3	10
8	0.828585372655651	21	29	"Churn"	3	10
9	0.833001360279829	20	29	"Churn"	3	10
10	0.811951097804391	20	29	"Churn"	3	10
11	0.787177503447812	20	29	"Churn"	3	10
12	0.83049086129959	20	29	"Churn"	3	10
13	0.835090361445783	20	29	"Churn"	3	10
14	0.80297935215968	19	29	"Churn"	3	10
15	0.844054213613697	17	29	"Churn"	3	10
16	0.778030406284461	19	29	"Churn"	3	10
17	0.840791803693397	21	29	"Churn"	3	10
18	0.813584619276499	18	29	"Churn"	3	10
19	0.877492086052071	22	29	"Churn"	3	10
20	0.895760548634883	16	29	"Churn"	3	10
21	0.770654600301659	16	29	"Churn"	3	10
22	0.85053888419273	20	29	"Churn"	3	10
23	0.783792154573719	19	29	"Churn"	3	10
24	0.77806334841629	18	29	"Churn"	3	10
25	0.788392156862745	17	29	"Churn"	3	10
26	0.835130212179393	16	29	"Churn"	3	10
27	0.820965608465609	17	29	"Churn"	3	10
28	0.838536155202822	17	29	"Churn"	3	10
29	0.806100617397151	22	29	"Churn"	3	10
30	0.793916669806936	20	29	"Churn"	3	10
1	0.879913989375158	16	30	"Churn"	3	10
2	0.778030406284461	15	30	"Churn"	3	10
3	0.798153301290159	17	30	"Churn"	3	10
4	0.837799564270152	19	30	"Churn"	3	10
5	0.787428599749712	17	30	"Churn"	3	10
6	0.856855553517941	22	30	"Churn"	3	10
7	0.811191502463054	15	30	"Churn"	3	10
8	0.80916162063703	21	30	"Churn"	3	10
9	0.816153915553952	18	30	"Churn"	3	10
10	0.78818732830419	19	30	"Churn"	3	10
11	0.836645053336122	22	30	"Churn"	3	10
12	0.815486887084352	18	30	"Churn"	3	10
13	0.847036739072137	16	30	"Churn"	3	10
14	0.823702594810379	18	30	"Churn"	3	10
15	0.804541637056657	20	30	"Churn"	3	10
16	0.841744186046512	21	30	"Churn"	3	10
17	0.835058917426921	20	30	"Churn"	3	10
18	0.83390522875817	17	30	"Churn"	3	10
19	0.838806840264283	20	30	"Churn"	3	10
20	0.825047447998268	15	30	"Churn"	3	10
21	0.826562104730584	17	30	"Churn"	3	10
22	0.80250626566416	17	30	"Churn"	3	10
23	0.823521070841132	19	30	"Churn"	3	10
24	0.782004681747068	18	30	"Churn"	3	10
25	0.826913883325796	19	30	"Churn"	3	10
26	0.843799174792769	23	30	"Churn"	3	10
27	0.828090385467435	22	30	"Churn"	3	10
28	0.828625574060754	17	30	"Churn"	3	10
29	0.80487777210595	19	30	"Churn"	3	10
30	0.811388226664222	18	30	"Churn"	3	10
1	0.5	0	1	"Churn"	3	30
2	0.5	0	1	"Churn"	3	30
3	0.5	0	1	"Churn"	3	30
4	0.5	0	1	"Churn"	3	30
5	0.5	0	1	"Churn"	3	30
6	0.5	0	1	"Churn"	3	30
7	0.5	0	1	"Churn"	3	30
8	0.5	0	1	"Churn"	3	30
9	0.5	0	1	"Churn"	3	30
10	0.5	0	1	"Churn"	3	30
11	0.5	0	1	"Churn"	3	30
